self;other;geometry;edge;edge_correction
15873;15872;LINESTRING (134963.3414000003 5914655.2764, 134933.7599999998 5914698.7556);15162;
15281;15282;LINESTRING (134516.1462000003 5914923.458, 134469.5926999999 5914908.0173);14554;
15773;15255;LINESTRING (134829.8756999997 5914694.7075, 134812.1195999999 5914743.2608);14727;
15255;15254;LINESTRING (134812.1195999999 5914743.2608, 134758.7346999999 5914723.9131);14728;
15253;15252;LINESTRING (134675.6979999999 5914718.9862, 134643.5158000002 5914728.5002);14729;
15246;15254;LINESTRING (134773.9369999999 5914679.0761, 134758.7346999999 5914723.9131);14723;
14106;15249;LINESTRING (134637.5361000001 5914594.3887, 134585.1848999998 5914704.5304);14724;
15249;15250;LINESTRING (134585.1848999998 5914704.5304, 134571.4468999999 5914732.9206);14725;
15250;15251;LINESTRING (134571.4468999999 5914732.9206, 134594.8613999998 5914758.8192);14726;
15234;15235;LINESTRING (134620.1149000004 5914698.2827, 134634.6870999997 5914704.9719);14747;
15241;15253;LINESTRING (134667.9254999999 5914677.3932, 134675.6979999999 5914718.9862);14748;
15235;15252;LINESTRING (134634.6870999997 5914704.9719, 134643.5158000002 5914728.5002);14380;
15034;15044;LINESTRING (134982.5927999998 5914993.2586, 134905.5602000002 5914946.5571);15089;
14472;14473;LINESTRING (134586.0432000002 5914849.1836, 134596.2101999996 5914908.803);16554;
14473;15655;LINESTRING (134596.2101999996 5914908.803, 134652.0396999996 5914900.1043);16555;
15660;15657;LINESTRING (134668.8010999998 5914795.7181, 134675.6036999999 5914813.4569);17321;
15252;15661;LINESTRING (134643.5158000002 5914728.5002, 134657.4307000004 5914765.9619);17322;
15659;15660;LINESTRING (134704.1667999998 5914783.7616, 134668.8010999998 5914795.7181);17323;
15276;15277;LINESTRING (134768.4822000004 5914871.7353, 134735.3540000003 5914919.3711);18098;
15251;15662;LINESTRING (134594.8613999998 5914758.8192, 134556.1853999998 5914811.2535);18102;
15254;15253;LINESTRING (134758.7346999999 5914723.9131, 134675.6979999999 5914718.9862);18132;
15947;15064;LINESTRING (134941.9594999999 5915034.4621, 134863.3657999998 5915020.0765);18176;
15937;15935;LINESTRING (134918.3587999996 5914833.4623, 134851.6649000002 5914765.8193);18189;
15934;15935;LINESTRING (134833.0829999996 5914817.1808, 134851.6649000002 5914765.8193);18190;
15935;15936;LINESTRING (134851.6649000002 5914765.8193, 134835.0853000004 5914752.8373);18191;
15936;15255;LINESTRING (134835.0853000004 5914752.8373, 134812.1195999999 5914743.2608);18192;
13754;15070;LINESTRING (134128.5541000003 5914693.1534, 134131.7643999998 5914821.5682);15473;
15070;15072;LINESTRING (134131.7643999998 5914821.5682, 134131.9667999996 5914832.0781);15474;
13837;13335;LINESTRING (134220.8915999997 5914707.2925, 134223.5141000003 5914815.9395);15476;
15667;15666;LINESTRING (134495.9546999997 5914757.4943, 134464.3184000002 5914814.8859);15542;
15664;15663;LINESTRING (134456.5835999995 5914839.5219, 134489.7483000001 5914850.7382);15543;
15665;15663;LINESTRING (134497.5159999998 5914827.3598, 134489.7483000001 5914850.7382);15544;
15663;15282;LINESTRING (134489.7483000001 5914850.7382, 134469.5926999999 5914908.0173);15545;
15662;15281;LINESTRING (134556.1853999998 5914811.2535, 134516.1462000003 5914923.458);15546;
15044;15064;LINESTRING (134905.5602000002 5914946.5571, 134863.3657999998 5915020.0765);16486;
13337;15073;LINESTRING (134186.9316999996 5914824.7561, 134187.0900999997 5914831.7633);16987;
13755;13337;LINESTRING (134184.8650000002 5914730.362, 134186.9316999996 5914824.7561);16988;
15653;15652;LINESTRING (134729.8964 5914851.1109, 134704.2290000003 5914880.9728);16976;
13335;13336;LINESTRING (134223.5141000003 5914815.9395, 134224.1404999997 5914820.3502);16991;
13755;15109;LINESTRING (134184.8650000002 5914730.362, 134181.8404999999 5914592.2162);16989;
13336;15074;LINESTRING (134224.1404999997 5914820.3502, 134224.1843999997 5914830.6517);16990;
15933;15276;LINESTRING (134791.4758000001 5914882.102, 134768.4822000004 5914871.7353);17028;
15932;15933;LINESTRING (134813.4987000003 5914879.0535, 134791.4758000001 5914882.102);17029;
15070;15071;LINESTRING (134131.7643999998 5914821.5682, 134076.9824999999 5914821.9907);15849;
15929;15930;LINESTRING (134862.7052999996 5914921.0361, 134897.8309000004 5914866.9635);17751;
15971;15930;LINESTRING (134861.0221999995 5914833.9476, 134897.8309000004 5914866.9635);17752;
15930;15937;LINESTRING (134897.8309000004 5914866.9635, 134918.3587999996 5914833.4623);17753;
15657;15656;LINESTRING (134675.6036999999 5914813.4569, 134641.4225000003 5914835.2451);15588;
15049;15050;LINESTRING (134856.6606999999 5915061.9029, 134971.7423 5915059.9762);15679;
15656;15655;LINESTRING (134641.4225000003 5914835.2451, 134652.0396999996 5914900.1043);15589;
15651;15107;LINESTRING (134276.6560000004 5914716.0363, 134273.8846000005 5914590.4279);15591;
15654;15653;LINESTRING (134746.6530999998 5914807.8099, 134732.9435000001 5914847.771, 134729.8964 5914851.1109);16801;
15255;15276;LINESTRING (134812.1195999999 5914743.2608, 134768.4822000004 5914871.7353);16802;
14475;15251;LINESTRING (134617.8052000003 5914796.7884, 134618.3503999999 5914793.3915, 134617.6371999998 5914789.4773, 134615.2264 5914784.2976, 134594.8613999998 5914758.8192);16803;
15931;15932;LINESTRING (134847.8788999999 5914880.1935, 134813.4987000003 5914879.0535);17030;
15934;15932;LINESTRING (134833.0829999996 5914817.1808, 134813.4987000003 5914879.0535);17031;
15075;13327;LINESTRING (134241.8816999998 5914830.1208, 134246.4336999999 5914834.0416);17245;
15872;15876;LINESTRING (134933.7599999998 5914698.7556, 135002.3625999996 5914763.5092);15368;
15668;15667;LINESTRING (134522.6563999997 5914765.4756, 134495.9546999997 5914757.4943);15381;
15666;15665;LINESTRING (134464.3184000002 5914814.8859, 134497.5159999998 5914827.3598);15382;
15083;15084;LINESTRING (134334.5208999999 5914826.0861, 134394.7153000003 5914824.8125);16895;
15252;15251;LINESTRING (134643.5158000002 5914728.5002, 134594.8613999998 5914758.8192);16935;
14474;14475;LINESTRING (134602.9512 5914806.4945, 134617.8052000003 5914796.7884);16755;
15772;15773;LINESTRING (134844.4780000001 5914655.1489, 134829.8756999997 5914694.7075);17949;
15661;15660;LINESTRING (134657.4307000004 5914765.9619, 134668.8010999998 5914795.7181);17953;
15081;13326;LINESTRING (134280.4645999996 5914833.6114, 134334.7378000002 5914832.0899);17860;
13326;15083;LINESTRING (134334.7378000002 5914832.0899, 134334.5208999999 5914826.0861);17861;
15102;13332;LINESTRING (134367.4638999999 5914708.1162, 134331.4367000004 5914709.2953);17862;
15101;15102;LINESTRING (134393.4812000003 5914707.3706, 134367.4638999999 5914708.1162);17863;
13325;15101;LINESTRING (134393.3570999997 5914701.3641, 134393.4812000003 5914707.3706);17864;
15247;15773;LINESTRING (134796.6547999997 5914634.7633, 134829.8756999997 5914694.7075);17884;
15658;15659;LINESTRING (134707.1917000003 5914767.0016, 134704.1667999998 5914783.7616);17100;
15652;15655;LINESTRING (134704.2290000003 5914880.9728, 134683.0480000004 5914893.4851, 134652.0396999996 5914900.1043);16874;
13837;15108;LINESTRING (134220.8915999997 5914707.2925, 134218.2671999997 5914591.3388);15789;
13327;15081;LINESTRING (134246.4336999999 5914834.0416, 134280.4645999996 5914833.6114);16451;
13331;15081;LINESTRING (134280.2385 5914827.6079, 134280.4645999996 5914833.6114);16452;
15104;13333;LINESTRING (134331.4130999995 5914706.2915, 134330.6041000001 5914603.0696);15790;
15074;15075;LINESTRING (134224.1843999997 5914830.6517, 134241.8816999998 5914830.1208);15791;
15073;15074;LINESTRING (134187.0900999997 5914831.7633, 134224.1843999997 5914830.6517);15792;
15045;14464;LINESTRING (134878.4420999996 5914962.7974, 134839.6251999997 5914963.8086);17064;
15064;15043;LINESTRING (134863.3657999998 5915020.0765, 134832.1782 5915062.7747);15166;
15099;15084;LINESTRING (134481.7882000003 5914653.4209, 134394.7153000003 5914824.8125);16896;
15084;15671;LINESTRING (134394.7153000003 5914824.8125, 134377.3306 5914859.4849);17139;
15944;15945;LINESTRING (134827.5351999998 5915083.0912, 134825.7273000004 5915171.4133);18174;
15946;14502;LINESTRING (134871.9282999998 5915148.6712, 134872.2174000004 5915170.3807);18175;
15053;14502;LINESTRING (134979.2291000001 5915167.9497, 134872.2174000004 5915170.3807);154959;
14502;15945;LINESTRING (134872.2174000004 5915170.3807, 134825.7273000004 5915171.4133);154960;
13754;143483;LINESTRING (134128.5541000003 5914693.1534, 134127.7094999999 5914667.5382);156508;
15072;15073;LINESTRING (134131.9667999996 5914832.0781, 134187.0900999997 5914831.7633);15302;
15100;15102;LINESTRING (134367.9583000001 5914733.5609, 134367.4638999999 5914708.1162);15510;
15103;13325;LINESTRING (134392.3585999999 5914652.9953, 134393.3570999997 5914701.3641);15511;
133303;15033;LINESTRING (134935.6131999996 5914926.5104, 134955.4331 5914901.906);145344;
135131;133301;LINESTRING (134882.7254999997 5914953.2399, 134897.2127 5914942.557);147003;
135130;14464;LINESTRING (134838.4044000003 5914988.4898, 134839.6251999997 5914963.8086);147006;
135129;15939;LINESTRING (134809.5554 5915047.6579, 134813.2289000005 5915021.213);147007;
133300;133301;LINESTRING (134946.8279999997 5914863.3761, 134897.2127 5914942.557);145341;
133302;133301;LINESTRING (134888.3706999999 5914955.5669, 134897.2127 5914942.557);145342;
133301;15044;LINESTRING (134897.2127 5914942.557, 134905.5602000002 5914946.5571);145343;
133296;15872;LINESTRING (134871.9128 5914645.6732, 134933.7599999998 5914698.7556);18133;
133304;15044;LINESTRING (134962.9863 5914856.5351, 134905.5602000002 5914946.5571);16086;
15942;15037;LINESTRING (135100.7877000002 5914942.3105, 135083.1299000001 5914972.7792);18172;
15035;14318;LINESTRING (135011.2781999996 5915005.8416, 134974.4505000003 5915005.9108);17655;
15036;15035;LINESTRING (135038.7641000003 5914959.647, 135011.2781999996 5915005.8416);15337;
15037;15036;LINESTRING (135083.1299000001 5914972.7792, 135038.7641000003 5914959.647);15338;
15038;15037;LINESTRING (135074.6808000002 5914996.2125, 135083.1299000001 5914972.7792);15339;
15029;15030;LINESTRING (135085.3198999995 5914830.8621, 135049.1037999997 5914888.4969);15710;
15032;15034;LINESTRING (135016.2148000002 5914940.0329, 134982.5927999998 5914993.2586);16083;
15030;15032;LINESTRING (135049.1037999997 5914888.4969, 135016.2148000002 5914940.0329);16085;
15053;15050;LINESTRING (134979.2291000001 5915167.9497, 134971.7423 5915059.9762);15171;
15033;15032;LINESTRING (134955.4331 5914901.906, 135016.2148000002 5914940.0329);15681;
15031;15030;LINESTRING (134989.1136999996 5914850.5306, 135049.1037999997 5914888.4969);15682;
15050;14318;LINESTRING (134971.7423 5915059.9762, 134974.4505000003 5915005.9108);17511;
15054;15053;LINESTRING (135072.4755999995 5915165.7958, 134979.2291000001 5915167.9497);154958;
15051;15066;LINESTRING (135067.4226000002 5915056.9344, 135027.9404999996 5915057.6681);16081;
15066;15050;LINESTRING (135027.9404999996 5915057.6681, 134971.7423 5915059.9762);16082;
13892;13891;LINESTRING (135090.8936999999 5915179.4153, 134973.5992000001 5915181.6665);17248;
15055;15054;LINESTRING (135070.2362000002 5915114.4419, 135072.4755999995 5915165.7958);15173;
14318;15034;LINESTRING (134974.4505000003 5915005.9108, 134982.5927999998 5914993.2586);17099;
15458;15457;LINESTRING (130451.1162999999 5914616.3298, 130526.0436000004 5914628.7259);14296;
15459;15458;LINESTRING (130376.0876000002 5914603.6924, 130451.1162999999 5914616.3298);14297;
15232;1001284;LINESTRING (130559.5580000002 5914589.4529, 130534.3356999997 5914585.33);14995;
13212;13211;LINESTRING (130465.9950999999 5914623.7554, 130354.4447999997 5914605.0137);17032;
14532;14974;LINESTRING (130382.1507999999 5914563.3477, 130457.6459999997 5914575.4002);14125;
14974;15233;LINESTRING (130457.6459999997 5914575.4002, 130533.4088000003 5914588.6022);14730;
15233;15457;LINESTRING (130533.4088000003 5914588.6022, 130526.0436000004 5914628.7259);14731;
15976;15977;LINESTRING (133909.0266000004 5914835.6896, 133936.2084999997 5914835.2668);14925;
14340;14622;LINESTRING (133968.2785999998 5914796.1448, 133964.4113999996 5914691.5422);18024;
15068;13460;LINESTRING (133962.7181000002 5914819.7165, 133934.983 5914772.2804, 133907.4111000001 5914725.1236);15850;
15067;15071;LINESTRING (134022.6086999997 5914822.5149, 134076.9824999999 5914821.9907);15793;
15977;14621;LINESTRING (133936.2084999997 5914835.2668, 133934.983 5914772.2804, 133933.7626 5914709.5608);17000;
15071;16557;LINESTRING (134076.9824999999 5914821.9907, 134073.2709999997 5914690.0754);15794;
15115;15067;LINESTRING (134020.3046000004 5914691.568, 134022.6086999997 5914822.5149);15854;
133299;133300;LINESTRING (134964.6857000003 5914833.3274, 134946.8279999997 5914863.3761);145340;
14122;14118;LINESTRING (129964.8421999998 5914536.9552, 129953.8828999996 5914616.3103);16763;
14117;14116;LINESTRING (129956.4234999996 5914621.4313, 129992.6545000002 5914626.5111);16764;
14111;14117;LINESTRING (129963.6715000002 5914569.7355, 129956.4234999996 5914621.4313);16825;
14118;14117;LINESTRING (129953.8828999996 5914616.3103, 129956.4234999996 5914621.4313);16826;
14110;14116;LINESTRING (130000.0242999997 5914573.9479, 129992.6545000002 5914626.5111);16827;
141409;141404;LINESTRING (130474.7342999997 5914533.5813, 130477.7725999998 5914517.3073);154015;
141414;16609;LINESTRING (130341.2915000003 5914509.5909, 130339.2895999998 5914543.0936);154020;
14530;14976;LINESTRING (130160.392 5914527.2075, 130230.0186999999 5914540.5583);14072;
14975;14976;LINESTRING (130336.8053000001 5914555.1885, 130230.0186999999 5914540.5583);14124;
14976;15460;LINESTRING (130230.0186999999 5914540.5583, 130223.7967999997 5914580.0183);14531;
14231;15459;LINESTRING (130302.2204999998 5914592.7143, 130376.0876000002 5914603.6924);14704;
14311;14532;LINESTRING (130380.0126 5914555.1127, 130382.1507999999 5914563.3477);16712;
14119;15460;LINESTRING (130113.7543000001 5914560.2127, 130223.7967999997 5914580.0183);16944;
141342;141340;LINESTRING (130302.7788000004 5914442.3181, 130284.8466999996 5914534.3834);153943;
141340;141341;LINESTRING (130284.8466999996 5914534.3834, 130243.5352999996 5914527.9686);153944;
13211;13210;LINESTRING (130354.4447999997 5914605.0137, 130228.7679000003 5914584.9233);17347;
16609;1001314;LINESTRING (130339.2895999998 5914543.0936, 130334.0014000004 5914547.696);18196;
14228;15460;LINESTRING (130217.9878000002 5914609.5087, 130223.7967999997 5914580.0183);17211;
1000980;141748;LINESTRING (130224.4286000002 5914604.5808, 130234.6267999997 5914533.9417);154386;
15460;14231;LINESTRING (130223.7967999997 5914580.0183, 130302.2204999998 5914592.7143);154388;
14312;14311;LINESTRING (130391.5626999997 5914497.0263, 130380.0126 5914555.1127);17859;
141341;14326;LINESTRING (130243.5352999996 5914527.9686, 130233.0999999996 5914527.5084);154004;
14311;1001314;LINESTRING (130380.0126 5914555.1127, 130334.0014000004 5914547.696);154378;
14532;14975;LINESTRING (130382.1507999999 5914563.3477, 130336.8053000001 5914555.1885);16346;
1001314;13209;LINESTRING (130334.0014000004 5914547.696, 130232.5851999996 5914530.5237);154379;
141748;13209;LINESTRING (130234.6312999995 5914533.9055, 130232.5851999996 5914530.5237);154385;
14326;13209;LINESTRING (130233.0999999996 5914527.5084, 130232.5851999996 5914530.5237);17056;
13209;13208;LINESTRING (130232.5851999996 5914530.5237, 130122.3804000001 5914517.2427);17345;
13210;13209;LINESTRING (130228.7679000003 5914584.9233, 130232.5851999996 5914530.5237);17346;
14121;14526;LINESTRING (130104.4562999997 5914539.0711, 130101.0806999998 5914558.5374);14908;
14526;14525;LINESTRING (130101.0806999998 5914558.5374, 130039.9840000002 5914549.0106);13698;
14103;14104;LINESTRING (130046.2270999998 5914463.9325, 130042.4929999998 5914503.5776);16833;
13207;13934;LINESTRING (130060.4573999997 5914507.0932, 129955.9316999996 5914491.4978);17343;
14528;14527;LINESTRING (130046.4082000004 5914508.968, 129982.3657 5914498.6933);16347;
14529;14528;LINESTRING (130077.0581999999 5914513.8853, 130046.4082000004 5914508.968);16348;
13667;13666;LINESTRING (130174.0647 5914497.1241, 130178.2844000002 5914452.2346);16383;
13669;13668;LINESTRING (130117.5706000002 5914503.3455, 130118.6459999997 5914491.8998);16381;
13668;13667;LINESTRING (130118.6459999997 5914491.8998, 130174.0647 5914497.1241);16382;
14105;14104;LINESTRING (130092.9027000004 5914512.0515, 130042.4929999998 5914503.5776);16832;
141404;141245;LINESTRING (130477.7725999998 5914517.3073, 130471.2192000002 5914509.6617);153841;
141403;141245;LINESTRING (130475.7702000001 5914481.9919, 130471.2192000002 5914509.6617);154008;
141412;141413;LINESTRING (130339.4588000001 5914450.5377, 130331.7208000002 5914503.1765);154018;
141413;141414;LINESTRING (130331.7208000002 5914503.1765, 130341.2915000003 5914509.5909);154019;
14531;14530;LINESTRING (130156.4468 5914554.9779, 130160.392 5914527.2075);13697;
14120;14530;LINESTRING (130131.0684000002 5914522.1336, 130160.392 5914527.2075);16349;
1001345;14312;LINESTRING (130399.9088000003 5914448.4405, 130391.5626999997 5914497.0263);16711;
13208;13207;LINESTRING (130122.3804000001 5914517.2427, 130060.4573999997 5914507.0932);17344;
141245;14312;LINESTRING (130471.2192000002 5914509.6617, 130391.5626999997 5914497.0263);17858;
15878;15881;LINESTRING (135106.3919000002 5914691.0708, 135082.5862999996 5914727.7277);15371;
14004;14005;LINESTRING (136414.6584999999 5914262.5694, 136392.7379999999 5914257.1391);15083;
