ID_tapa,per_predio
111663,7.781732939746483
111664,52.54941860465116
111665,70.21802325581395
111666,6.945736434108527
111667,42.931472868217035
111724,93.70032573289907
111727,173.1891891891891
111728,2.465798045602606
111731,187.6216216216215
111739,25.963871726978525
111740,21.382288908502503
111742,12.954545454545455
111743,12.954545454545455
111744,12.954545454545455
111746,21.904761904761905
111747,27.38095238095238
111748,68.14285714285714
111749,31.333333333333332
111750,21.176470588235293
111752,25.41176470588235
112322,17.555555555555557
112323,165.1111111111111
112324,128.55555555555554
112325,3.0
112326,3.0
112328,0.4033898305084746
113103,7.055555555555555
113104,48.02509652509653
113105,29.13618677042802
113106,32.77821011673152
113107,25.494163424124515
113108,18.21011673151751
113109,100.91439688715954
113110,40.06225680933853
113111,147.10988570344506
113112,18.21011673151751
113113,18.21011673151751
113114,43.70428015564203
113115,54.63035019455254
113116,32.77821011673152
113117,25.494163424124515
113118,36.420233463035025
113119,29.13618677042802
113120,32.77821011673152
113121,69.41769190976362
113122,7.284046692607004
113123,7.284046692607004
113125,21.852140077821012
113126,36.420233463035025
113127,21.852140077821012
113129,21.852140077821012
113131,18.823529411764707
113132,15.686274509803921
113133,28.235294117647058
113134,18.823529411764707
113135,9.411764705882353
113136,6.2745098039215685
113137,12.700424499696787
113138,44.07407407407407
113139,48.481481481481474
113140,26.55555555555555
113141,10.0
113142,40.0
113143,21.686274509803923
113144,10.0
113145,17.62962962962963
113146,73.0
113147,79.33333333333331
113148,17.072222222222223
113150,361.78217821782044
113153,19.295049504950494
113154,19.295049504950494
113155,21.706930693069307
113156,9.647524752475247
113157,16.524590163934427
113158,19.278688524590166
113159,38.55737704918034
113160,5.508196721311475
113161,9.061790668348046
113162,50.46153846153846
113163,9.461538461538462
113164,9.461538461538462
113165,37.84615384615385
113166,14.08942524743879
114875,38.15960591133004
114876,66.84926108374383
114877,14.130049261083744
114878,42.86973180076628
114879,24.831034482758618
114882,53.73947368421052
114883,16.791812865497075
114885,31.578947368421048
114886,15.789473684210526
114889,24.9375
114945,11.74060606060606
114946,13.05469327420547
114955,44.045000000000016
114957,39.01761695906433
114958,44.3759489633174
114959,43.85149959155094
114960,76.15003695491501
114961,36.13377679231337
114962,24.052121212121214
114963,10.03711558854719
114964,3.0303030303030303
114965,3.5625
114967,3.347826086956522
114982,5.2
114983,3.347826086956522
114984,13.747826086956522
114985,37.49468599033817
114986,28.350845410628025
114987,10.043478260869566
114988,22.438735177865617
114989,13.0
114990,20.086956521739133
114991,7.16600790513834
114992,35.15120183810534
114993,56.86214209968189
114994,26.769883351007422
115034,12.549019607843137
115035,15.686274509803921
115036,18.823529411764707
115037,18.823529411764707
115038,21.96078431372549
115135,21.46578947368421
115136,46.98157894736841
115137,24.571052631578947
115138,11.529411764705882
115139,8.867269984917044
115140,8.576248313090419
115141,58.02834008097166
115142,49.8230769230769
115144,41.87722473604826
115145,34.65276292335116
115147,40.95609344216155
115149,25.263636363636362
115150,23.454545454545453
115152,23.357624831309042
115154,14.843589743589744
115156,19.73333333333333
115158,30.727272727272727
115160,39.58851674641149
115226,36.30574162679425
115227,31.726315789473684
115228,23.028708133971293
115229,22.757575757575758
115230,24.25174825174825
115231,40.37995337995338
115232,48.219696969696955
115233,42.66666666666666
115234,25.570409982174688
115235,26.666666666666664
115236,35.006238859180044
115237,41.205882352941174
115238,16.476827094474153
115239,12.352941176470589
115240,21.640522875816995
115241,3.088235294117647
115242,21.04656862745098
115243,29.61217948717949
115244,42.16176470588235
115430,13.981132075471699
115431,37.83881807282135
115432,13.676484508108791
115433,6.990566037735849
115434,10.485849056603774
115435,6.990566037735849
115436,31.457547169811313
115437,17.47641509433962
115438,10.485849056603774
115439,13.657232704402517
115440,27.96226415094339
115441,23.981132075471695
115442,31.133647798742132
115443,17.47641509433962
115444,132.4968553459119
115445,20.971698113207545
116669,23.017165059321442
116670,26.865052383265102
116671,7.695774647887324
116672,14.015375008672727
116673,17.315492957746482
116674,15.321390411434123
116675,2.923943661971831
116676,10.083743842364532
116677,17.083743842364534
116678,3.0
116679,11.847887323943663
116680,5.083743842364532
116681,2.541871921182266
116685,12.709359605911331
116686,5.083743842364532
116687,5.083743842364532
116688,10.167487684729064
116689,7.625615763546798
